Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,24,90,216,101.52,Outlet
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Men's Apparel,32,111,355,138.53,Outlet
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Apparel,33,145,479,224.9,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,28,236,661,290.75,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,149,373,145.28,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,28,124,347,156.24,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,29,124,360,158.22,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Apparel,37,116,429,167.39,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Apparel,48,165,792,340.56,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,39,271,1057,443.9,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,36,163,587,217.12,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,32,140,448,197.12,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,35,120,420,180.6,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Apparel,40,149,596,238.4,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Apparel,50,198,990,455.4,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,43,233,1002,450.86,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,42,163,685,266.99,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,40,135,540,237.6,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,29,132,383,172.26,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Apparel,40,113,452,167.24,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Apparel,40,193,772,362.84,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,35,221,774,332.61,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,26,135,351,143.91,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,11,123,135,63.59,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,12,104,125,52.42,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Apparel,18,111,200,77.92,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Apparel,22,140,308,129.36,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,21,180,378,170.1,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,14,132,185,73.92,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,16,99,158,72.86,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,15,94,141,63.45,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,21,91,191,70.71,Outlet
West Gear,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Apparel,20,132,264,118.8,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,18,176,317,145.73,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,11,116,128,53.59,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,19,102,194,83.33,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,41,128,525,230.91,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Apparel,56,105,588,241.08,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Women's Apparel,53,135,716,321.98,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,55,238,1309,602.14,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,46,155,713,285.2,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,43,149,641,281.91,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,40,124,496,228.16,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Apparel,50,132,660,264,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Apparel,55,170,935,420.75,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Street Footwear,17,178,303,142.22,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,18,124,223,84.82,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Street Footwear,10,131,131,56.33,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,13,74,96,41.37,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Apparel,23,91,209,85.81,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Apparel,18,124,223,100.44,Outlet
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,18,206,371,163.15,Outlet
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,17,83,141,55.03,Outlet
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,12,98,118,55.27,Outlet
West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,58,87,40.02,Outlet
West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,24,85,204,81.6,Outlet
West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,14,112,157,72.13,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,14,182,255,117.21,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15,78,117,47.97,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,7,83,58,26.15,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,39,62,29.33,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,26,61,159,66.61,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,18,88,158,72.86,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,184,368,169.28,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,18,79,142,55.46,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,70,70,32.2,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,47,71,30.32,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,27,54,146,56.86,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,22,111,244,105.01,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,28,179,501,215.52,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,29,93,270,102.49,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,88,238,99.79,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26,74,192,80.81,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,33,80,264,108.24,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,33,116,383,172.26,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,32,192,614,282.62,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,123,308,119.93,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,107,289,124.23,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29,102,296,133.11,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,41,105,431,163.59,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,40,143,572,240.24,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,43,238,1023,429.83,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35,135,473,179.55,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,33,131,432,185.89,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,36,107,385,177.19,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,43,116,499,204.51,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,45,163,734,344.75,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,41,230,943,396.06,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37,140,518,217.56,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,38,113,429,201.82,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32,111,355,149.18,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,40,105,420,155.4,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,40,166,664,312.08,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,35,196,686,315.56,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,28,128,358,146.94,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,12,91,109,45.86,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,12,83,100,41.83,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,20,78,156,59.28,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,23,119,274,128.64,Outlet
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,173,346,162.62,Outlet
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14,112,157,65.86,Outlet
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,74,104,43.51,Outlet
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,62,93,39.06,Outlet
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,22,68,150,56.85,Outlet
Kohl's,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,22,101,222,104.43,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,16,166,266,116.86,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,11,96,106,40.13,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,19,81,154,66.18,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,90,333,156.51,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,60,85,510,204,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,60,128,768,330.24,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,200,1100,462,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,47,149,700,266.11,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,44,131,576,259.38,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45,114,513,230.85,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,55,98,539,215.6,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,51,128,653,280.7,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,17,176,299,113.7,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16,105,168,63.84,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,12,116,139,55.68,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,70,112,44.8,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Apparel,28,88,246,101.02,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Apparel,17,119,202,74.85,Outlet
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,18,204,367,146.88,Outlet
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17,75,128,52.28,Outlet
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,11,90,99,38.61,Outlet
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,39,94,30.89,Outlet
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,39,66,257,95.24,Outlet
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,32,96,307,119.81,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,26,182,473,203.48,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32,68,218,97.92,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,23,75,173,55.2,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,27,34,92,29.38,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,39,53,207,70.28,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,29,85,247,96.14,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,28,155,434,199.64,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,30,64,192,84.48,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,20,64,128,46.08,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,26,41,107,34.11,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,37,40,148,50.32,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,26,94,244,102.65,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,40,191,764,336.16,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,83,291,127.82,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,32,83,266,90.3,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,74,237,78.14,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,37,83,307,107.49,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,41,128,525,220.42,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,40,206,824,387.28,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,124,471,221.46,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,35,96,336,110.88,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,85,298,104.13,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,36,91,328,104.83,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,39,128,499,194.69,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,42,195,819,368.55,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,120,456,191.52,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,29,111,322,109.45,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,34,94,320,115.06,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,43,93,400,131.97,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,40,152,608,231.04,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,40,194,776,325.92,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34,128,435,187.14,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,36,107,385,134.82,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,72,230,76.03,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,43,62,267,87.98,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,44,124,546,207.33,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,43,170,731,343.57,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,93,372,174.84,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,33,64,211,67.58,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,58,174,59.16,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,41,58,238,85.61,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,45,83,374,156.87,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,46,153,704,295.6,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,39,94,367,161.3,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,36,61,220,81.25,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,43,45,194,69.66,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,50,45,225,74.25,Outlet
Foot Locker,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,46,94,432,181.61,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,51,149,760,326.76,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,105,389,178.71,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,36,103,371,137.2,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,39,83,324,119.77,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,44,88,387,139.39,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,52,116,603,235.25,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,45,173,779,326.97,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37,131,485,218.12,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,43,116,499,164.6,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,38,96,365,127.68,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,42,99,416,145.53,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,52,120,624,230.88,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,23,149,343,143.93,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,28,79,221,88.48,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,19,72,137,57.46,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,24,58,26.5,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Apparel,34,44,150,53.86,Outlet
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Apparel,26,72,187,87.98,Outlet
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,24,162,389,155.52,Outlet
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,24,41,98,38.38,Outlet
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,18,53,95,41.02,Outlet
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,16,32,14.4,Outlet
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,34,40,136,48.96,Outlet
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,27,77,208,97.71,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,26,156,406,150.07,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,27,45,122,47.39,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,17,56,95,44.74,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,8,16,7.52,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,33,25,83,29.7,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,25,58,145,63.8,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,28,132,370,155.23,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,23,40,92,36.8,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,16,44,70,29.57,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,21,17,36,16.07,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,33,15,50,15.84,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,26,60,156,68.64,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,39,150,585,239.85,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,58,186,68.67,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,32,60,192,80.64,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,27,51,138,63.34,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,40,54,216,79.92,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,36,93,335,147.31,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,634,253.44,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,368,143.33,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,32,74,237,99.46,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26,70,182,83.72,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,39,66,257,90.09,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,43,119,512,230.27,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,38,173,657,249.81,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,114,365,134.98,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,27,78,211,94.77,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31,60,186,85.56,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,33,68,224,76.3,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,38,136,517,217.06,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,38,182,692,283.56,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,111,344,130.76,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,30,85,255,109.65,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,47,136,58.61,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,37,40,148,53.28,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,38,96,365,171.46,Outlet
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,39,128,499,209.66,Outlet
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,30,79,237,87.69,Outlet
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,29,39,113,48.63,Outlet
